zone_geo,IVG_HOSP_INS,IVG_HOSP_MED,IVG_HOSP_INC,IVG_CAB,IVG_CEN,TOT_IVG,TAUX_rec,annee,IVG_INST,part_anesth,PART_IVG_TARD,NB_IVG_TARD,Unnamed: 4,Unnamed: 5,IVG_HORS_ZONE,CAB_GO,CAB_MG,CAB_SF,CAB_AUT,TELE_GO,TELE_MG,TELE_SF,TELE_AUT,AGE_INF_18,AGE_18&19,AGE_20_24,AGE_25_29,AGE_30_34,AGE_35_39,AGE_40&plus,IVG_GO,IVG_MG,IVG_SF,IVG_AUT,Unnamed: 6
Creuse,68.0,108.0,0.0,6.0,2.0,184.0,"9,727215056",2019.0,53.0,"100,0","4,3",8.0,,,"29,9",,,,0.0,,,,,7.0,11.0,42.0,36.0,42.0,25.0,20.0,0,0,0,0,
Creuse,78.0,130.0,0.0,11.0,0.0,219.0,"11,77735951",2020.0,63.0,"98,4","3,2",7.0,,,"34,7",,,,0.0,,,,,9.0,18.0,46.0,43.0,44.0,39.0,20.0,0,0,0,0,
Creuse,92.0,114.0,1.0,15.0,1.0,223.0,"12,14530799",2021.0,65.0,"100,0","2,2",5.0,,,"36,8",,,,0.0,,,,,6.0,13.0,50.0,43.0,52.0,36.0,23.0,0,0,0,0,
Creuse,96.0,128.0,0.0,16.0,1.0,241.0,"13,23666722",2022.0,83.0,"100,0","5,0",12.0,,,"29,5",,,,,,1.0,,,13.0,10.0,58.0,52.0,65.0,22.0,19.0,0,NC,0,0,
Creuse,87.0,143.0,1.0,15.0,1.0,247.0,"13,67966327",2023.0,72.0,"100,0","5,3",13.0,,,"31,6",,1.0,,0.0,,,,,10.0,15.0,44.0,45.0,59.0,56.0,18.0,0,NC,0,0,
Creuse,96.0,147.0,0.0,13.0,8.0,264.0,"14,73296501",2024.0,81.0,"100,0","4,9",13.0,,,"33,3",,,,,,,,,8.0,20.0,66.0,61.0,48.0,40.0,20.0,0,NC,0,0,
Côte-d'Or,538.0,222.0,174.0,224.0,1.0,1159.0,"9,774074668",2016.0,568.0,"68,5","9,8",114.0,,,"8,2",1.0,4.0,,0.0,,,,,45.0,87.0,304.0,254.0,218.0,173.0,78.0,NC,228,0,0,
Côte-d'Or,496.0,236.0,209.0,331.0,0.0,1272.0,"10,78185394",2017.0,533.0,"66,0","9,4",119.0,,,"9,1",,5.0,,0.0,,,,,45.0,76.0,336.0,281.0,266.0,185.0,83.0,0,326,0,0,
Côte-d'Or,431.0,170.0,240.0,429.0,2.0,1272.0,"10,86093394",2018.0,455.0,"60,9","11,9",152.0,,,"8,6",1.0,5.0,,0.0,,,,,53.0,86.0,288.0,300.0,267.0,200.0,78.0,NC,383,NC,0,
Côte-d'Or,414.0,150.0,291.0,494.0,3.0,1352.0,"11,55496299",2019.0,452.0,"71,0","7,3",99.0,,,"7,8",1.0,5.0,5.0,0.0,,,,,43.0,92.0,302.0,292.0,312.0,227.0,83.0,NC,458,26,0,
Côte-d'Or,269.0,296.0,203.0,466.0,26.0,1260.0,"10,80200609",2020.0,302.0,"77,8","5,6",70.0,,,"8,3",1.0,5.0,6.0,0.0,,2.0,,,32.0,71.0,279.0,282.0,267.0,224.0,100.0,NC,408,62,0,
Côte-d'Or,299.0,128.0,400.0,482.0,64.0,1373.0,"11,82316065",2021.0,311.0,"79,7","6,6",90.0,,,"7,6",2.0,4.0,6.0,0.0,,1.0,,,34.0,62.0,306.0,344.0,307.0,225.0,94.0,NC,394,121,0,
Côte-d'Or,256.0,124.0,370.0,591.0,42.0,1383.0,"11,88307671",2022.0,273.0,"92,3","4,9",68.0,,,"7,8",2.0,4.0,8.0,,,,,,43.0,77.0,287.0,336.0,290.0,239.0,110.0,NC,290,348,NC,
Côte-d'Or,222.0,136.0,401.0,559.0,40.0,1358.0,"11,68956375",2023.0,261.0,"95,0","6,0",81.0,,,"7,5",2.0,3.0,9.0,0.0,,,,1.0,34.0,90.0,327.0,330.0,269.0,205.0,102.0,NC,264,326,NC,
Côte-d'Or,221.0,154.0,423.0,611.0,34.0,1443.0,"12,44598546",2024.0,253.0,"96,8","6,4",93.0,,,"8,9",2.0,4.0,11.0,,,1.0,,1.0,41.0,86.0,363.0,350.0,303.0,210.0,87.0,NC,219,441,NC,
Côtes-d'Armor,366.0,923.0,1.0,32.0,1.0,1323.0,"11,94895277",2016.0,328.0,"82,9","5,2",69.0,,,"15,2",,6.0,2.0,0.0,,,,,59.0,93.0,272.0,306.0,266.0,212.0,115.0,NC,1-10,NC,0,
Côtes-d'Armor,327.0,971.0,0.0,76.0,2.0,1376.0,"12,53084902",2017.0,296.0,"86,8","5,3",73.0,,,"12,7",1.0,6.0,2.0,0.0,,,,,50.0,96.0,317.0,285.0,285.0,214.0,128.0,NC,27,NC,0,
Côtes-d'Armor,280.0,981.0,0.0,108.0,7.0,1376.0,"12,60188662",2018.0,241.0,"83,4","4,1",57.0,,,"14,4",1.0,6.0,4.0,0.0,,,,,53.0,91.0,291.0,295.0,296.0,231.0,117.0,NC,32,60,0,
Côtes-d'Armor,295.0,1036.0,3.0,145.0,2.0,1481.0,"13,55048264",2019.0,251.0,"87,3","4,4",65.0,,,"14,4",,6.0,,0.0,,,,,45.0,93.0,295.0,329.0,337.0,253.0,128.0,0,28,NC,0,
Côtes-d'Armor,272.0,1021.0,6.0,165.0,4.0,1468.0,"13,44125403",2020.0,216.0,"90,7","3,9",57.0,,,"16,1",,6.0,,0.0,,2.0,,,55.0,89.0,280.0,310.0,340.0,259.0,134.0,NC,30,NC,0,
Côtes-d'Armor,271.0,975.0,3.0,200.0,9.0,1458.0,"13,40295269",2021.0,223.0,"94,2","4,2",61.0,,,"16,5",,5.0,9.0,0.0,1.0,1.0,,,49.0,82.0,306.0,319.0,319.0,257.0,121.0,NC,12,163,NC,
Côtes-d'Armor,302.0,1019.0,2.0,286.0,10.0,1619.0,"14,89036863",2022.0,246.0,"95,9","5,4",88.0,,,18,,4.0,11.0,,,,,,55.0,101.0,350.0,319.0,382.0,271.0,140.0,0,32,210,0,
Côtes-d'Armor,285.0,1073.0,5.0,281.0,18.0,1662.0,"15,30457203",2023.0,199.0,"96,5","6,0",99.0,,,"18,4",1.0,5.0,12.0,0.0,,,,2.0,54.0,102.0,361.0,342.0,371.0,295.0,135.0,NC,21,215,NC,
Côtes-d'Armor,317.0,991.0,3.0,356.0,27.0,1694.0,"15,61074506",2024.0,211.0,"99,1","5,0",84.0,,,"20,8",3.0,4.0,12.0,,,,,,49.0,107.0,360.0,380.0,361.0,305.0,132.0,11,12,268,0,
Deux-Sèvres,232.0,403.0,3.0,15.0,1.0,654.0,"8,986726029",2016.0,211.0,"97,2","6,9",45.0,,,"14,2",,4.0,,0.0,,,,,41.0,51.0,151.0,151.0,127.0,88.0,45.0,0,1-10,0,0,
Deux-Sèvres,206.0,413.0,0.0,20.0,1.0,640.0,"8,881241153",2017.0,183.0,"97,3","6,1",39.0,,,"15,2",,3.0,1.0,0.0,,,,,32.0,36.0,139.0,156.0,127.0,107.0,43.0,0,1-10,0,0,
Deux-Sèvres,215.0,507.0,0.0,31.0,1.0,754.0,"10,51398611",2018.0,204.0,"98,0","6,6",50.0,,,"14,6",,4.0,1.0,0.0,,,,,39.0,57.0,181.0,161.0,161.0,102.0,53.0,0,1-10,0,0,
Deux-Sèvres,184.0,470.0,0.0,63.0,2.0,719.0,"10,03503189",2019.0,164.0,"98,2","6,1",44.0,,,"15,6",,3.0,5.0,0.0,,,,,30.0,44.0,134.0,162.0,162.0,118.0,69.0,0,1-10,34,0,
Deux-Sèvres,168.0,507.0,1.0,92.0,4.0,772.0,"10,90102938",2020.0,173.0,"98,3","5,2",40.0,,,"12,7",,4.0,6.0,0.0,,,,,27.0,47.0,155.0,182.0,180.0,120.0,61.0,0,11,60,0,
Deux-Sèvres,213.0,445.0,2.0,101.0,1.0,762.0,"10,83248038",2021.0,210.0,"98,1","5,2",40.0,,,"15,9",,3.0,5.0,0.0,,,,,25.0,51.0,171.0,159.0,150.0,140.0,62.0,0,10,58,0,
Deux-Sèvres,231.0,487.0,1.0,132.0,1.0,852.0,"12,12086724",2022.0,225.0,"98,7","4,8",41.0,,,"13,7",,3.0,5.0,,,1.0,,,32.0,53.0,188.0,175.0,198.0,127.0,77.0,0,15,76,NC,
